,acq_time_hours,orbit,year,satellite
S1A_IW_GRDH_1SDV_20190103T171605_20190103T171634_025316_02CD11,17.268055555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190103T171634_20190103T171659_025316_02CD11,17.27611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190105T165935_20190105T170004_025345_02CE25,16.993055555555557,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190105T170004_20190105T170029_025345_02CE25,17.00111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190115T171605_20190115T171634_025491_02D362,17.268055555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190115T171634_20190115T171659_025491_02D362,17.27611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190117T165935_20190117T170004_025520_02D475,16.993055555555557,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190117T170004_20190117T170029_025520_02D475,17.00111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190127T171605_20190127T171634_025666_02D9CD,17.268055555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190127T171634_20190127T171659_025666_02D9CD,17.27611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190129T165935_20190129T170004_025695_02DADF,16.993055555555557,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190129T170004_20190129T170029_025695_02DADF,17.00111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190208T171604_20190208T171633_025841_02E014,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190208T171633_20190208T171658_025841_02E014,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190210T165934_20190210T170003_025870_02E12A,16.99277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190210T170003_20190210T170028_025870_02E12A,17.000833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190220T171604_20190220T171633_026016_02E64E,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190220T171633_20190220T171658_026016_02E64E,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190222T165934_20190222T170003_026045_02E75D,16.99277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190222T170003_20190222T170028_026045_02E75D,17.000833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190304T171604_20190304T171633_026191_02EC99,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190304T171633_20190304T171658_026191_02EC99,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190306T165934_20190306T170003_026220_02ED9F,16.99277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190306T170003_20190306T170028_026220_02ED9F,17.000833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190316T171604_20190316T171633_026366_02F305,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190316T171633_20190316T171658_026366_02F305,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190318T165934_20190318T170003_026395_02F418,16.99277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190318T170003_20190318T170028_026395_02F418,17.000833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190328T171604_20190328T171633_026541_02F96D,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190328T171633_20190328T171658_026541_02F96D,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190330T165934_20190330T170003_026570_02FA86,16.99277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190330T170003_20190330T170028_026570_02FA86,17.000833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190409T171604_20190409T171633_026716_02FFE0,17.267777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190409T171633_20190409T171658_026716_02FFE0,17.27583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190411T165935_20190411T170004_026745_0300EF,16.993055555555557,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190411T170004_20190411T170029_026745_0300EF,17.00111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190421T171605_20190421T171634_026891_03062C,17.268055555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190421T171634_20190421T171659_026891_03062C,17.27611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190423T165935_20190423T170004_026920_030743,16.993055555555557,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190423T170004_20190423T170029_026920_030743,17.00111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190503T171605_20190503T171635_027066_030C90,17.268055555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190503T171635_20190503T171700_027066_030C90,17.27638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190505T165936_20190505T170005_027095_030DA9,16.993333333333336,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190505T170005_20190505T170030_027095_030DA9,17.00138888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190515T171606_20190515T171635_027241_031245,17.26833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190515T171635_20190515T171700_027241_031245,17.27638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190517T165936_20190517T170005_027270_03132D,16.993333333333336,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190517T170005_20190517T170030_027270_03132D,17.00138888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190527T171607_20190527T171636_027416_0317B8,17.26861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190527T171636_20190527T171701_027416_0317B8,17.276666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190529T165937_20190529T170006_027445_0318A5,16.99361111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190529T170006_20190529T170031_027445_0318A5,17.001666666666665,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190608T171607_20190608T171636_027591_031D19,17.26861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190608T171636_20190608T171701_027591_031D19,17.276666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190610T165937_20190610T170006_027620_031E01,16.99361111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190610T170006_20190610T170031_027620_031E01,17.001666666666665,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190620T171608_20190620T171637_027766_032253,17.26888888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190620T171637_20190620T171702_027766_032253,17.276944444444442,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190622T165938_20190622T170007_027795_03233D,16.99388888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190622T170007_20190622T170032_027795_03233D,17.001944444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190702T171609_20190702T171638_027941_03279B,17.269166666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190702T171638_20190702T171703_027941_03279B,17.27722222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190704T165939_20190704T170008_027970_032885,16.99416666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190704T170008_20190704T170033_027970_032885,17.002222222222223,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190714T171609_20190714T171638_028116_032CE5,17.269166666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190714T171638_20190714T171703_028116_032CE5,17.27722222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190716T165940_20190716T170009_028145_032DD4,16.994444444444447,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190716T170009_20190716T170034_028145_032DD4,17.0025,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190726T171610_20190726T171639_028291_033239,17.269444444444442,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190726T171639_20190726T171704_028291_033239,17.2775,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190728T165940_20190728T170009_028320_03332B,16.994444444444447,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190728T170009_20190728T170034_028320_03332B,17.0025,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190807T171611_20190807T171640_028466_033793,17.26972222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190807T171640_20190807T171705_028466_033793,17.27777777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190809T165941_20190809T170010_028495_033897,16.994722222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190809T170010_20190809T170035_028495_033897,17.002777777777776,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190819T171612_20190819T171641_028641_033DA0,17.27,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190819T171641_20190819T171706_028641_033DA0,17.278055555555554,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190821T165942_20190821T170011_028670_033EB1,16.995,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190821T170011_20190821T170036_028670_033EB1,17.003055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190831T171612_20190831T171641_028816_0343BE,17.27,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190831T171641_20190831T171706_028816_0343BE,17.278055555555554,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190902T165942_20190902T170011_028845_0344C6,16.995,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190902T170011_20190902T170036_028845_0344C6,17.003055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190912T171613_20190912T171642_028991_0349D1,17.27027777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190912T171642_20190912T171707_028991_0349D1,17.278333333333332,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190914T165943_20190914T170012_029020_034ADC,16.99527777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190914T170012_20190914T170037_029020_034ADC,17.003333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190924T171613_20190924T171642_029166_034FCA,17.27027777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190924T171642_20190924T171707_029166_034FCA,17.278333333333332,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190926T170013_20190926T170038_029195_0350CC,17.003611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191006T171614_20191006T171643_029341_0355D5,17.270555555555553,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191006T171643_20191006T171708_029341_0355D5,17.27861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191008T165944_20191008T170013_029370_0356D8,16.995555555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191008T170013_20191008T170038_029370_0356D8,17.003611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191018T171614_20191018T171643_029516_035BDA,17.270555555555553,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191018T171643_20191018T171708_029516_035BDA,17.27861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191020T165944_20191020T170013_029545_035CE4,16.995555555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191020T170013_20191020T170038_029545_035CE4,17.003611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191030T171614_20191030T171643_029691_0361F2,17.270555555555553,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191030T171643_20191030T171708_029691_0361F2,17.27861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191101T165944_20191101T170013_029720_0362F9,16.995555555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191101T170013_20191101T170038_029720_0362F9,17.003611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191113T165944_20191113T170013_029895_03691E,16.995555555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191113T170013_20191113T170038_029895_03691E,17.003611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191123T171613_20191123T171642_030041_036E1F,17.27027777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191123T171642_20191123T171707_030041_036E1F,17.278333333333332,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191125T165943_20191125T170012_030070_036F2F,16.99527777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191125T170012_20191125T170037_030070_036F2F,17.003333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191205T171613_20191205T171642_030216_03742D,17.27027777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191205T171642_20191205T171707_030216_03742D,17.278333333333332,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191207T165943_20191207T170012_030245_037530,16.99527777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191207T170012_20191207T170037_030245_037530,17.003333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191217T171612_20191217T171641_030391_037A3B,17.27,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191217T171641_20191217T171706_030391_037A3B,17.278055555555554,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191219T165942_20191219T170011_030420_037B3E,16.995,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191219T170011_20191219T170036_030420_037B3E,17.003055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191229T171612_20191229T171641_030566_03803F,17.27,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191229T171641_20191229T171706_030566_03803F,17.278055555555554,DESCENDING,2019,S1A
S1B_IW_GRDH_1SDV_20190111T033758_20190111T033823_014441_01AE2E,3.6327777777777777,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190111T033823_20190111T033856_014441_01AE2E,3.6397222222222223,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190121T035425_20190121T035450_014587_01B2D3,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190121T035450_20190121T035517_014587_01B2D3,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190202T035425_20190202T035450_014762_01B87C,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190202T035450_20190202T035517_014762_01B87C,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190216T033757_20190216T033822_014966_01BF33,3.6325,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190216T033822_20190216T033855_014966_01BF33,3.6394444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190226T035425_20190226T035450_015112_01C3F8,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190226T035450_20190226T035517_015112_01C3F8,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190310T035425_20190310T035450_015287_01C9BC,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190310T035450_20190310T035517_015287_01C9BC,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190403T035425_20190403T035450_015637_01D529,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190403T035450_20190403T035517_015637_01D529,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190405T033758_20190405T033823_015666_01D625,3.6327777777777777,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190405T033823_20190405T033855_015666_01D625,3.6397222222222223,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190415T035425_20190415T035450_015812_01DAFB,3.9069444444444446,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190415T035450_20190415T035517_015812_01DAFB,3.9138888888888888,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190417T033758_20190417T033823_015841_01DBF5,3.6327777777777777,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190417T033823_20190417T033856_015841_01DBF5,3.6397222222222223,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190427T035426_20190427T035451_015987_01E0C5,3.907222222222222,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190427T035451_20190427T035518_015987_01E0C5,3.9141666666666666,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190813T035432_20190813T035457_017562_02107D,3.908888888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190813T035457_20190813T035524_017562_02107D,3.915833333333333,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190825T035433_20190825T035458_017737_0215F6,3.9091666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190825T035458_20190825T035525_017737_0215F6,3.916111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190906T035433_20190906T035458_017912_021B5D,3.9091666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190906T035458_20190906T035525_017912_021B5D,3.916111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190918T035434_20190918T035459_018087_0220D7,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190918T035459_20190918T035526_018087_0220D7,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190930T035434_20190930T035459_018262_02263B,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190930T035459_20190930T035526_018262_02263B,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191012T035434_20191012T035459_018437_022BB8,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191012T035459_20191012T035526_018437_022BB8,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191024T035434_20191024T035459_018612_02310C,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191024T035459_20191024T035526_018612_02310C,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191105T035434_20191105T035459_018787_02369B,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191105T035459_20191105T035526_018787_02369B,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191114T165059_20191114T165116_018926_023B2C,16.849722222222223,DESCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191117T035434_20191117T035459_018962_023C54,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191117T035459_20191117T035526_018962_023C54,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191129T035434_20191129T035459_019137_0241E5,3.9094444444444445,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191129T035459_20191129T035526_019137_0241E5,3.9163888888888887,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191211T035433_20191211T035458_019312_024776,3.9091666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191211T035458_20191211T035525_019312_024776,3.916111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191223T035433_20191223T035458_019487_024D01,3.9091666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191223T035458_20191223T035525_019487_024D01,3.916111111111111,ASCENDING,2019,S1B
S1A_IW_GRDH_1SDV_20200110T171611_20200110T171640_030741_03864D,17.26972222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200110T171640_20200110T171705_030741_03864D,17.27777777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200112T165941_20200112T170010_030770_03875C,16.994722222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200112T170010_20200112T170035_030770_03875C,17.002777777777776,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200122T171611_20200122T171640_030916_038C75,17.26972222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200122T171640_20200122T171705_030916_038C75,17.27777777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200124T165941_20200124T170010_030945_038D80,16.994722222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200124T170010_20200124T170035_030945_038D80,17.002777777777776,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200203T171611_20200203T171640_031091_03929A,17.26972222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200203T171640_20200203T171705_031091_03929A,17.27777777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200205T165941_20200205T170010_031120_03939F,16.994722222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200205T170010_20200205T170035_031120_03939F,17.002777777777776,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200215T171610_20200215T171639_031266_0398A4,17.269444444444442,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200215T171639_20200215T171704_031266_0398A4,17.2775,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200217T165940_20200217T170009_031295_0399AE,16.994444444444447,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200217T170009_20200217T170034_031295_0399AE,17.0025,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200227T171610_20200227T171639_031441_039EA8,17.269444444444442,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200227T171639_20200227T171704_031441_039EA8,17.2775,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200229T165940_20200229T170009_031470_039FAE,16.994444444444447,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200229T170009_20200229T170034_031470_039FAE,17.0025,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200310T171610_20200310T171639_031616_03A4BD,17.269444444444442,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200310T171639_20200310T171704_031616_03A4BD,17.2775,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200312T165940_20200312T170009_031645_03A5C3,16.994444444444447,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200312T170009_20200312T170034_031645_03A5C3,17.0025,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200322T171610_20200322T171639_031791_03AAE2,17.269444444444442,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200322T171639_20200322T171704_031791_03AAE2,17.2775,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200324T165940_20200324T170009_031820_03ABF5,16.994444444444447,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200324T170009_20200324T170034_031820_03ABF5,17.0025,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200403T171611_20200403T171640_031966_03B10A,17.26972222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200403T171640_20200403T171705_031966_03B10A,17.27777777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200405T165941_20200405T170010_031995_03B216,16.994722222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200405T170010_20200405T170035_031995_03B216,17.002777777777776,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200415T171611_20200415T171640_032141_03B734,17.26972222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200415T171640_20200415T171705_032141_03B734,17.27777777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200417T165941_20200417T170010_032170_03B845,16.994722222222222,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200417T170010_20200417T170035_032170_03B845,17.002777777777776,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200427T171612_20200427T171641_032316_03BD59,17.27,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200427T171641_20200427T171706_032316_03BD59,17.278055555555554,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200429T165942_20200429T170011_032345_03BE67,16.995,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200429T170011_20200429T170036_032345_03BE67,17.003055555555555,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200509T171612_20200509T171641_032491_03C342,17.27,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200509T171641_20200509T171706_032491_03C342,17.278055555555554,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200511T165942_20200511T170011_032520_03C430,16.995,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200511T170011_20200511T170036_032520_03C430,17.003055555555555,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200521T171613_20200521T171642_032666_03C88B,17.27027777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200521T171642_20200521T171707_032666_03C88B,17.278333333333332,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200523T165943_20200523T170012_032695_03C97D,16.99527777777778,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200523T170012_20200523T170037_032695_03C97D,17.003333333333334,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200602T171614_20200602T171643_032841_03CDCC,17.270555555555553,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200602T171643_20200602T171708_032841_03CDCC,17.27861111111111,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200604T165944_20200604T170013_032870_03CEAC,16.995555555555555,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200604T170013_20200604T170038_032870_03CEAC,17.003611111111113,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200614T171614_20200614T171643_033016_03D2FE,17.270555555555553,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200614T171643_20200614T171708_033016_03D2FE,17.27861111111111,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200616T165945_20200616T170014_033045_03D3EE,16.995833333333334,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200616T170014_20200616T170039_033045_03D3EE,17.003888888888888,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200626T171615_20200626T171644_033191_03D84F,17.270833333333332,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200626T171644_20200626T171709_033191_03D84F,17.278888888888886,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200628T165945_20200628T170014_033220_03D93E,16.995833333333334,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200628T170014_20200628T170039_033220_03D93E,17.003888888888888,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200708T171616_20200708T171645_033366_03DDA3,17.27111111111111,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200708T171645_20200708T171710_033366_03DDA3,17.279166666666665,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200710T165946_20200710T170015_033395_03DE8C,16.996111111111112,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200710T170015_20200710T170040_033395_03DE8C,17.004166666666666,DESCENDING,2020,S1A
