,acq_time_hours,orbit,year,satellite
S1A_IW_GRDH_1SDV_20230905T170006_20230905T170035_050195_060AA9,17.001666666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230905T170035_20230905T170100_050195_060AA9,17.009722222222223,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230915T171636_20230915T171705_050341_060F95,17.276666666666667,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230915T171705_20230915T171730_050341_060F95,17.284722222222225,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230917T170007_20230917T170036_050370_061093,17.001944444444444,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230917T170036_20230917T170101_050370_061093,17.01,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230927T171637_20230927T171706_050516_061593,17.276944444444442,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230927T171706_20230927T171731_050516_061593,17.285,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230929T170007_20230929T170036_050545_06168F,17.001944444444444,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20230929T170036_20230929T170101_050545_06168F,17.01,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231009T171637_20231009T171706_050691_061B95,17.276944444444442,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231009T171706_20231009T171731_050691_061B95,17.285,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231011T170006_20231011T170035_050720_061C94,17.001666666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231011T170035_20231011T170100_050720_061C94,17.009722222222223,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231021T171637_20231021T171706_050866_062188,17.276944444444442,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231021T171706_20231021T171731_050866_062188,17.285,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231023T170007_20231023T170036_050895_062287,17.001944444444444,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231023T170036_20231023T170101_050895_062287,17.01,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231102T171636_20231102T171705_051041_06278A,17.276666666666667,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231102T171705_20231102T171730_051041_06278A,17.284722222222225,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231104T170007_20231104T170036_051070_062884,17.001944444444444,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231104T170036_20231104T170101_051070_062884,17.01,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231114T171636_20231114T171705_051216_062D97,17.276666666666667,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231114T171705_20231114T171730_051216_062D97,17.284722222222225,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231116T170006_20231116T170035_051245_062E93,17.001666666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231116T170035_20231116T170100_051245_062E93,17.009722222222223,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231126T171636_20231126T171705_051391_06339B,17.276666666666667,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231126T171705_20231126T171730_051391_06339B,17.284722222222225,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231128T170006_20231128T170035_051420_06349E,17.001666666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231128T170035_20231128T170100_051420_06349E,17.009722222222223,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231208T171635_20231208T171704_051566_0639A8,17.27638888888889,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231208T171704_20231208T171729_051566_0639A8,17.284444444444446,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231210T170006_20231210T170035_051595_063AB0,17.001666666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231210T170035_20231210T170100_051595_063AB0,17.009722222222223,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231220T171634_20231220T171703_051741_063FC5,17.27611111111111,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231220T171703_20231220T171728_051741_063FC5,17.284166666666668,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231222T170004_20231222T170033_051770_0640C8,17.00111111111111,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20231222T170033_20231222T170058_051770_0640C8,17.009166666666665,DESCENDING,2023,S1A
S1A_IW_GRDH_1SDV_20190107T164308_20190107T164337_025374_02CF32,16.718888888888888,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190107T164337_20190107T164402_025374_02CF32,16.72694444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190109T162646_20190109T162715_025403_02D04F,16.44611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190109T162715_20190109T162740_025403_02D04F,16.454166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190119T164308_20190119T164337_025549_02D588,16.718888888888888,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190119T164337_20190119T164402_025549_02D588,16.72694444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190121T162646_20190121T162715_025578_02D6AE,16.44611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190121T162715_20190121T162740_025578_02D6AE,16.454166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190131T164307_20190131T164336_025724_02DBED,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190131T164336_20190131T164401_025724_02DBED,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190202T162646_20190202T162715_025753_02DD0F,16.44611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190202T162715_20190202T162740_025753_02DD0F,16.454166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190212T164307_20190212T164336_025899_02E229,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190212T164336_20190212T164401_025899_02E229,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190214T162645_20190214T162714_025928_02E33F,16.445833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190214T162714_20190214T162739_025928_02E33F,16.453888888888887,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190224T164307_20190224T164336_026074_02E863,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190224T164336_20190224T164401_026074_02E863,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190226T162645_20190226T162714_026103_02E986,16.445833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190226T162714_20190226T162739_026103_02E986,16.453888888888887,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190308T164307_20190308T164336_026249_02EEB0,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190308T164336_20190308T164401_026249_02EEB0,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190310T162645_20190310T162714_026278_02EFD3,16.445833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190310T162714_20190310T162739_026278_02EFD3,16.453888888888887,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190320T164307_20190320T164336_026424_02F523,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190320T164336_20190320T164401_026424_02F523,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190322T162645_20190322T162714_026453_02F643,16.445833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190322T162714_20190322T162739_026453_02F643,16.453888888888887,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190401T164307_20190401T164336_026599_02FB98,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190401T164336_20190401T164401_026599_02FB98,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190403T162646_20190403T162715_026628_02FCC0,16.44611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190403T162715_20190403T162740_026628_02FCC0,16.454166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190413T164307_20190413T164336_026774_0301FF,16.71861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190413T164336_20190413T164401_026774_0301FF,16.726666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190415T162646_20190415T162715_026803_03031E,16.44611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190415T162715_20190415T162740_026803_03031E,16.454166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190427T162647_20190427T162716_026978_03096F,16.44638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190427T162716_20190427T162741_026978_03096F,16.454444444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190507T164308_20190507T164337_027124_030EA8,16.718888888888888,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190507T164337_20190507T164402_027124_030EA8,16.72694444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190509T162647_20190509T162716_027153_030F92,16.44638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190509T162716_20190509T162741_027153_030F92,16.454444444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190519T164309_20190519T164338_027299_03141F,16.719166666666666,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190519T164338_20190519T164403_027299_03141F,16.72722222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190521T162648_20190521T162717_027328_03150C,16.446666666666665,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190521T162717_20190521T162742_027328_03150C,16.454722222222223,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190531T164310_20190531T164339_027474_031993,16.71944444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190531T164339_20190531T164404_027474_031993,16.7275,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190602T162648_20190602T162717_027503_031A7B,16.446666666666665,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190602T162717_20190602T162742_027503_031A7B,16.454722222222223,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190612T164310_20190612T164339_027649_031EE8,16.71944444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190612T164339_20190612T164404_027649_031EE8,16.7275,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190614T162649_20190614T162718_027678_031FC7,16.446944444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190614T162718_20190614T162743_027678_031FC7,16.455,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190624T164311_20190624T164340_027824_03241C,16.71972222222222,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190624T164340_20190624T164405_027824_03241C,16.727777777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190626T162649_20190626T162718_027853_032502,16.446944444444444,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190626T162718_20190626T162743_027853_032502,16.455,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190706T164312_20190706T164341_027999_03296D,16.72,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190706T164341_20190706T164406_027999_03296D,16.728055555555553,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190708T162650_20190708T162719_028028_032A55,16.447222222222223,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190708T162719_20190708T162744_028028_032A55,16.455277777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190718T164313_20190718T164342_028174_032EB3,16.720277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190718T164342_20190718T164407_028174_032EB3,16.72833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190720T162651_20190720T162720_028203_032F9B,16.4475,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190720T162720_20190720T162745_028203_032F9B,16.455555555555556,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190730T164313_20190730T164342_028349_033410,16.720277777777778,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190730T164342_20190730T164407_028349_033410,16.72833333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190801T162652_20190801T162721_028378_0334F1,16.447777777777777,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190801T162721_20190801T162746_028378_0334F1,16.45583333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190811T164314_20190811T164343_028524_03399C,16.720555555555553,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190811T164343_20190811T164408_028524_03399C,16.72861111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190813T162653_20190813T162722_028553_033AA8,16.448055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190813T162722_20190813T162747_028553_033AA8,16.45611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190825T162653_20190825T162722_028728_0340B3,16.448055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190825T162722_20190825T162747_028728_0340B3,16.45611111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190904T164315_20190904T164344_028874_0345C6,16.72083333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190904T164344_20190904T164409_028874_0345C6,16.728888888888886,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190906T162654_20190906T162723_028903_0346CE,16.448333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190906T162723_20190906T162748_028903_0346CE,16.45638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190916T164316_20190916T164345_029049_034BDB,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190916T164345_20190916T164410_029049_034BDB,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190918T162654_20190918T162723_029078_034CDD,16.448333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190918T162723_20190918T162748_029078_034CDD,16.45638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190928T164316_20190928T164345_029224_0351D3,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190928T164345_20190928T164410_029224_0351D3,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190930T162655_20190930T162724_029253_0352E3,16.448611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20190930T162724_20190930T162749_029253_0352E3,16.456666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191010T164316_20191010T164345_029399_0357D4,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191010T164345_20191010T164410_029399_0357D4,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191012T162655_20191012T162724_029428_0358E4,16.448611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191012T162724_20191012T162749_029428_0358E4,16.456666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191022T164316_20191022T164345_029574_035DDF,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191022T164345_20191022T164410_029574_035DDF,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191024T162655_20191024T162724_029603_035EE6,16.448611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191024T162724_20191024T162749_029603_035EE6,16.456666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191103T164317_20191103T164346_029749_0363FC,16.72138888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191103T164346_20191103T164411_029749_0363FC,16.729444444444443,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191105T162655_20191105T162724_029778_03650A,16.448611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191105T162724_20191105T162749_029778_03650A,16.456666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191115T164316_20191115T164345_029924_036A1D,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191115T164345_20191115T164410_029924_036A1D,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191117T162655_20191117T162724_029953_036B2C,16.448611111111113,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191117T162724_20191117T162749_029953_036B2C,16.456666666666667,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191127T164316_20191127T164345_030099_037031,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191127T164345_20191127T164410_030099_037031,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191129T162654_20191129T162723_030128_03713C,16.448333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191129T162723_20191129T162748_030128_03713C,16.45638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191209T164316_20191209T164345_030274_037631,16.72111111111111,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191209T164345_20191209T164410_030274_037631,16.729166666666664,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191211T162654_20191211T162723_030303_037742,16.448333333333334,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191211T162723_20191211T162748_030303_037742,16.45638888888889,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191221T164315_20191221T164344_030449_037C3E,16.72083333333333,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191221T164344_20191221T164409_030449_037C3E,16.728888888888886,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191223T162653_20191223T162722_030478_037D4F,16.448055555555555,DESCENDING,2019,S1A
S1A_IW_GRDH_1SDV_20191223T162722_20191223T162747_030478_037D4F,16.45611111111111,DESCENDING,2019,S1A
S1B_IW_GRDH_1SDV_20190101T032134_20190101T032159_014295_01A97B,3.3594444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190101T032159_20190101T032226_014295_01A97B,3.366388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190113T032134_20190113T032159_014470_01AF1D,3.3594444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190113T032159_20190113T032226_014470_01AF1D,3.366388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190115T030515_20190115T030542_014499_01B00C,3.0875000000000004,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190125T032133_20190125T032158_014645_01B4B4,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190125T032158_20190125T032226_014645_01B4B4,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190127T030515_20190127T030542_014674_01B5A6,3.0875000000000004,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190206T032133_20190206T032158_014820_01BA73,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190206T032158_20190206T032225_014820_01BA73,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190218T032133_20190218T032158_014995_01C032,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190218T032158_20190218T032225_014995_01C032,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190220T030514_20190220T030541_015024_01C125,3.0872222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190302T032133_20190302T032158_015170_01C5EA,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190302T032158_20190302T032225_015170_01C5EA,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190304T030514_20190304T030541_015199_01C6E1,3.0872222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190314T032133_20190314T032158_015345_01CBA5,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190314T032158_20190314T032225_015345_01CBA5,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190316T030514_20190316T030541_015374_01CC8F,3.0872222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190326T032133_20190326T032158_015520_01D15C,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190326T032158_20190326T032225_015520_01D15C,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190328T030514_20190328T030542_015549_01D24E,3.0872222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190407T032133_20190407T032158_015695_01D725,3.359166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190407T032158_20190407T032226_015695_01D725,3.366111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190409T030515_20190409T030542_015724_01D815,3.0875000000000004,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190419T032134_20190419T032159_015870_01DCEE,3.3594444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190419T032159_20190419T032226_015870_01DCEE,3.366388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190421T030515_20190421T030542_015899_01DDDD,3.0875000000000004,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190501T032134_20190501T032159_016045_01E2C8,3.3594444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190501T032159_20190501T032227_016045_01E2C8,3.366388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190503T030516_20190503T030543_016074_01E3B7,3.0877777777777777,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190807T030521_20190807T030548_017474_020DC1,3.089166666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190817T032140_20190817T032205_017620_02125D,3.361111111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190817T032205_20190817T032233_017620_02125D,3.368055555555556,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190819T030522_20190819T030549_017649_021337,3.0894444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190829T032141_20190829T032206_017795_0217CD,3.361388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190829T032206_20190829T032233_017795_0217CD,3.368333333333333,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190831T030522_20190831T030550_017824_0218AA,3.0894444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190910T032142_20190910T032207_017970_021D4C,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190910T032207_20190910T032234_017970_021D4C,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190912T030523_20190912T030550_017999_021E22,3.0897222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190922T032142_20190922T032207_018145_0222B1,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190922T032207_20190922T032234_018145_0222B1,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20190924T030523_20190924T030551_018174_02238B,3.0897222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191004T032142_20191004T032207_018320_022828,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191004T032207_20191004T032235_018320_022828,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191006T030524_20191006T030551_018349_022909,3.0900000000000003,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191016T032142_20191016T032207_018495_022D93,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191016T032207_20191016T032235_018495_022D93,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191018T030524_20191018T030551_018524_022E6A,3.0900000000000003,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191028T032142_20191028T032207_018670_0232F4,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191028T032207_20191028T032235_018670_0232F4,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191030T030523_20191030T030551_018699_0233E1,3.0897222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191109T032142_20191109T032207_018845_0238A0,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191109T032207_20191109T032235_018845_0238A0,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191111T030524_20191111T030551_018874_023985,3.0900000000000003,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191114T033011_20191114T033040_018918_023AE1,3.5030555555555556,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191121T032142_20191121T032207_019020_023E42,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191121T032207_20191121T032234_019020_023E42,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191123T030523_20191123T030551_019049_023F27,3.0897222222222225,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191203T032142_20191203T032207_019195_0243D3,3.361666666666667,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191203T032207_20191203T032234_019195_0243D3,3.368611111111111,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191215T032141_20191215T032206_019370_024962,3.361388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191215T032206_20191215T032234_019370_024962,3.368333333333333,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191217T030522_20191217T030550_019399_024A44,3.0894444444444447,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191227T032141_20191227T032206_019545_024EF2,3.361388888888889,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191227T032206_20191227T032233_019545_024EF2,3.368333333333333,ASCENDING,2019,S1B
S1B_IW_GRDH_1SDV_20191229T030522_20191229T030549_019574_024FD8,3.0894444444444447,ASCENDING,2019,S1B
S1A_IW_GRDH_1SDV_20200102T164315_20200102T164344_030624_038244,16.72083333333333,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200102T164344_20200102T164409_030624_038244,16.728888888888886,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200104T162653_20200104T162722_030653_038358,16.448055555555555,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200104T162722_20200104T162747_030653_038358,16.45611111111111,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200114T164314_20200114T164343_030799_038864,16.720555555555553,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200114T164343_20200114T164408_030799_038864,16.72861111111111,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200116T162652_20200116T162721_030828_038976,16.447777777777777,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200116T162721_20200116T162746_030828_038976,16.45583333333333,DESCENDING,2020,S1A
S1A_IW_GRDH_1SDV_20200126T164314_20200126T164343_030974_038E8E,16.720555555555553,DESCENDING,2020,S1A
